0.14	7.4151e-31	9.78201e-28
0.158994	1.30387e-31	1.20898e-27
0.180566	3.24512e-32	1.39286e-27
0.205064	1.06499e-32	1.94722e-27
0.232886	4.30802e-33	2.0805e-27
0.264483	2.12875e-33	1.98416e-27
0.300366	1.36538e-33	1.90462e-27
0.341119	9.95513e-34	1.77141e-27
0.3874	7.93257e-34	1.63366e-27
0.43996	5.74483e-34	1.47303e-27
0.499651	4.37144e-34	1.34112e-27
0.567441	4.01343e-34	1.19574e-27
0.644429	3.93745e-34	1.07227e-27
0.731861	4.13248e-34	9.52989e-28
0.831156	3.43663e-34	8.3234e-28
0.943923	2.79126e-34	7.25027e-28
1.07199	2.52264e-34	6.33557e-28
1.21743	2.47488e-34	5.38171e-28
1.38261	2.27731e-34	4.60897e-28
1.57019	2.00786e-34	3.90597e-28
1.78322	1.84342e-34	3.31626e-28
2.02516	1.93691e-34	2.81574e-28
2.29993	1.93691e-34	2.38141e-28
2.61197	1.65854e-34	2.01633e-28
2.96634	1.43301e-34	1.69823e-28
3.3688	1.50908e-34	1.43109e-28
3.82586	1.43301e-34	1.20971e-28
4.34493	1.62166e-34	1.02971e-28
4.93443	1.73094e-34	8.79447e-29
5.60391	1.98096e-34	7.53374e-29
6.36422	2.12397e-34	6.47277e-29
7.22768	2.73842e-34	5.61757e-29
8.20829	2.67452e-34	4.89945e-29
9.32195	3.00965e-34	4.31691e-29
10.5867	3.41353e-34	3.84125e-29
12.023	3.90219e-34	3.44058e-29
13.6543	4.4408e-34	3.11876e-29
15.5068	5.1397e-34	2.86374e-29
17.6107	5.77073e-34	2.65563e-29
20	6.56724e-34	2.48593e-29
24.5725	8.14038e-34	2.31352e-29
30.1904	1.00451e-33	2.19213e-29
37.0927	1.24373e-33	2.14264e-29
45.573	1.5382e-33	2.14757e-29
55.9922	1.90238e-33	2.1876e-29
68.7934	2.33434e-33	2.28136e-29
84.5213	2.88053e-33	2.41665e-29
103.845	3.53857e-33	2.60429e-29
127.587	4.45079e-33	2.84804e-29
156.756	5.40035e-33	3.19016e-29
192.595	6.67143e-33	3.64735e-29
236.627	8.14038e-33	4.14631e-29
290.726	1.00112e-32	4.64299e-29
357.193	1.23121e-32	5.20607e-29
438.856	1.52614e-32	6.00459e-29
539.19	1.86846e-32	6.92711e-29
662.462	2.3291e-32	6.87785e-29
813.918	2.826e-32	7.12115e-29
1000	3.42891e-32	7.58839e-29
