0.004	1.17254e-33	3.42088e-31
0.0044	1.11662e-34	4.99494e-31
0.00482634	3.07884e-35	4.98644e-31
0.00621163	4.02933e-36	3.95465e-31
0.00799452	1.16473e-36	2.49523e-31
0.0102891	4.6614e-37	1.42254e-31
0.0132424	2.38217e-37	9.93363e-32
0.0170433	1.50546e-37	4.97861e-32
0.0219351	1.13126e-37	2.80793e-32
0.0282311	9.70486e-38	1.57437e-32
0.0363341	8.97985e-38	9.93363e-33
0.0467629	7.95538e-38	4.97861e-33
0.060185	3.83898e-38	2.49522e-33
0.0774597	2.07933e-38	1.31691e-33
0.0996925	1.4624e-38	7.89056e-34
0.128307	1.22963e-38	3.16225e-34
0.165134	1.16918e-38	1.7483e-34
0.212532	1.21033e-38	8.83004e-35
0.273534	1.3294e-38	4.42697e-35
0.352045	1.52254e-38	2.42849e-35
0.45309	1.79667e-38	1.31591e-35
0.583139	2.16663e-38	6.23958e-36
0.750514	2.65467e-38	3.14777e-36
0.965931	3.29126e-38	1.30928e-36
1.24318	4.11674e-38	6.89036e-37
1.3	4.2864e-38	5.39922e-37
1.36374	7.6205e-38	4.15631e-37
1.4306	9.25891e-38	1.88055e-37
