 0	0
 0.0040004	0
 0.0080008	0
 0.0120012	0
 0.0160016	0
 0.020002	0
 0.0240024	0
 0.0280028	0
 0.0320032	0
 0.0360036	0
 0.040004	0
 0.0440044	0
 0.0480048	0
 0.0520052	0
 0.0560056	0
 0.060006	0
 0.0640064	0
 0.0680068	0
 0.0720072	0
 0.0760076	0
 0.080008	0
 0.0840084	0
 0.0880088	0
 0.0920092	0
 0.0960096	0
 0.10001	0
 0.10401	0
 0.108011	0
 0.112011	0
 0.116012	0
 0.120012	0
 0.124012	0
 0.128013	0
 0.132013	0
 0.136014	0
 0.140014	0
 0.144014	0
 0.148015	0
 0.152015	0
 0.156016	0
 0.160016	0
 0.164016	0
 0.168017	0
 0.172017	0
 0.176018	0
 0.180018	0
 0.184018	0
 0.188019	0
 0.192019	0
 0.19602	0
 0.20002	0
 0.20402	0
 0.208021	0
 0.212021	0
 0.216022	0
 0.220022	0
 0.224022	0
 0.228023	0
 0.232023	0
 0.236024	0
 0.240024	0
 0.244024	0
 0.248025	0
 0.252025	0
 0.256026	0
 0.260026	0
 0.264026	0
 0.268027	0
 0.272027	0
 0.276028	0
 0.280028	0
 0.284028	0
 0.288029	0
 0.292029	0
 0.29603	0
 0.30003	0
 0.30403	0
 0.308031	0.0639374
 0.312031	0.0658588
 0.316032	0.0677802
 0.320032	0.0697016
 0.324032	0.071623
 0.328033	0.0735445
 0.332033	0.0754659
 0.336034	0.0773874
 0.340034	0.0793089
 0.344034	0.0812303
 0.348035	0.0831518
 0.352035	0.0851817
 0.356036	0.0873161
 0.360036	0.0894505
 0.364036	0.0915849
 0.368037	0.0937194
 0.372037	0.0958539
 0.376038	0.0979883
 0.380038	0.100123
 0.384038	0.102257
 0.388039	0.104392
 0.392039	0.106526
 0.39604	0.108661
 0.40004	0.110794
 0.40404	0.11278
 0.408041	0.114767
 0.412041	0.116754
 0.416042	0.11874
 0.420042	0.120727
 0.424042	0.122713
 0.428043	0.1247
 0.432043	0.126687
 0.436044	0.128673
 0.440044	0.13066
 0.444044	0.132646
 0.448045	0.134633
 0.452045	0.136567
 0.456046	0.138452
 0.460046	0.140336
 0.464046	0.142221
 0.468047	0.144105
 0.472047	0.14599
 0.476048	0.147874
 0.480048	0.149759
 0.484048	0.151644
 0.488049	0.153528
 0.492049	0.155413
 0.49605	0.157297
 0.50005	0.159181
 0.50405	0.16104
 0.508051	0.162898
 0.512051	0.164757
 0.516052	0.166615
 0.520052	0.168474
 0.524052	0.170332
 0.528053	0.17219
 0.532053	0.174049
 0.536054	0.175907
 0.540054	0.177766
 0.544054	0.179624
 0.548055	0.181483
 0.552055	0.1832
 0.556056	0.184782
 0.560056	0.186365
 0.564056	0.187948
 0.568057	0.18953
 0.572057	0.191113
 0.576058	0.192696
 0.580058	0.194278
 0.584058	0.195861
 0.588059	0.197444
 0.592059	0.199026
 0.59606	0.200609
 0.60006	0.202189
 0.60406	0.203563
 0.608061	0.204937
 0.612061	0.206312
 0.616062	0.207686
 0.620062	0.20906
 0.624062	0.210435
 0.628063	0.211809
 0.632063	0.213183
 0.636064	0.214558
 0.640064	0.215932
 0.644064	0.217306
 0.648065	0.218681
 0.652065	0.219949
 0.656066	0.221117
 0.660066	0.222286
 0.664066	0.223454
 0.668067	0.224623
 0.672067	0.225791
 0.676068	0.22696
 0.680068	0.228128
 0.684068	0.229297
 0.688069	0.230465
 0.692069	0.231634
 0.69607	0.232802
 0.70007	0.233968
 0.70407	0.234988
 0.708071	0.236008
 0.712071	0.237028
 0.716072	0.238048
 0.720072	0.239068
 0.724072	0.240088
 0.728073	0.241108
 0.732073	0.242129
 0.736074	0.243149
 0.740074	0.244169
 0.744074	0.245189
 0.748075	0.246209
 0.752075	0.247202
 0.756076	0.24817
 0.760076	0.249138
 0.764076	0.250107
 0.768077	0.251075
 0.772077	0.252043
 0.776078	0.253011
 0.780078	0.25398
 0.784078	0.254948
 0.788079	0.255916
 0.792079	0.256884
 0.79608	0.257853
 0.80008	0.258818
 0.80408	0.259637
 0.808081	0.260456
 0.812081	0.261276
 0.816082	0.262095
 0.820082	0.262914
 0.824082	0.263733
 0.828083	0.264553
 0.832083	0.265372
 0.836084	0.266191
 0.840084	0.26701
 0.844084	0.26783
 0.848085	0.268649
 0.852085	0.26938
 0.856086	0.270031
 0.860086	0.270682
 0.864086	0.271332
 0.868087	0.271983
 0.872087	0.272633
 0.876088	0.273284
 0.880088	0.273935
 0.884088	0.274585
 0.888089	0.275236
 0.892089	0.275887
 0.89609	0.276537
 0.90009	0.277188
