# Lise test case:
# Upper 90 % limit for spin-independent elastic scattering of dark-matter particles off nuclei
# Mass of dark-metter particle [GeV/c^2] | 90 % limit [cm^2]
5.278295490206024176e-01	1.346879373875946886e-36
6.694329500821696310e-01	1.076992621606747964e-37
8.490249844618392716e-01	1.878539456743062635e-38
1.076797047638522242e+00	6.776401920363966004e-39
1.365674630338458595e+00	3.406340349307130671e-39
1.732050807568877637e+00	2.229351772898075866e-39
2.196716504323217301e+00	1.415035753104204504e-39
2.786040328192924687e+00	4.661599384254331521e-40
3.533464921414029902e+00	1.390703973760804501e-40
4.481404746557165808e+00	8.261052298608126157e-41
5.683653000417573153e+00	5.431120950661638879e-41
7.208434242404265113e+00	3.867995987657456878e-41
9.142275966398507592e+00	3.339533753134914156e-41
1.159491881803037927e+01	3.301554194902266898e-41
1.470554409983282618e+01	3.625665265734933414e-41
1.865067195950085832e+01	4.218997052130790453e-41
2.365417846354055698e+01	4.906227245429797053e-41
2.999999999999999645e+01	2.769556391945762373e-41
